hash,label,deg_P,deg_y,n_terms,species_measured,U_bezout_identity,U_residual_terms,U_deg_A,U_deg_B,SY_verdict,FIB_witness,max_fibre_components,period_instrument,places_at_infinity,genus,period_case,period_value,period_witness,period_verdict,mate_verdict,mate_max_deg_Q,mate_certificate,mate_lambda_support,mate_lambda_reverified
5fdf1c989cf7,"G2 alpha=2 beta=0 c=1 B=[(Fraction(0, 1), 3), (Fraction(2, 1), 2)] m=3",8,3,4,S1_v_cubic|G2_multiple_root|S2_ge3_places|S3_positive_genus,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,5,1,,ls_residual = 3.14529 (err 2e-14),,NONVANISHING,,,,,
46a40cb56510,"G2 alpha=1 beta=1 c=-1 B=[(Fraction(1, 1), 4)] m=3",7,3,7,S1_v_cubic|G2_multiple_root|S2_ge3_places,True,0,6,6,NON_COORDINATE,INCONCLUSIVE,1,NUM-MONO,4,0,,ls_residual = 5.26971e-15 (err 2e-15),,VANISHING,EMPTY_all_stages,14,lambda_exact,17,True
cc4236720ad7,"G2 alpha=1 beta=0 c=2 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2), (Fraction(2, 1), 2)] m=3",11,3,8,S1_v_cubic|G2_multiple_root|S2_ge3_places|S3_positive_genus,True,0,10,10,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,5,3,,ls_residual = 1.42006 (err 3e-13),,NONVANISHING,,,,,
0ed7f85200c9,"G2 alpha=1 beta=1 c=3 B=[(Fraction(0, 1), 2)] m=4",6,4,3,v_power_m4|G2_multiple_root,True,0,5,5,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,2,0,,ls_residual = 1.93452 (err 2e-15),,NONVANISHING,,,,,
d9359194160a,"G2 alpha=-1 beta=-1 c=3 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2)] m=4",8,4,5,v_power_m4|G2_multiple_root|S2_ge3_places|S3_positive_genus,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,5,2,,ls_residual = 1.73385 (err 3e-14),,NONVANISHING,,,,,
808e52fdb1b6,"G2 alpha=2 beta=-1 c=-1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 3)] m=4",9,4,6,v_power_m4|G2_multiple_root|S2_ge3_places,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,8,0,,ls_residual = 2.36475e-15 (err 2e-15),,VANISHING,EMPTY_all_stages,18,lambda_exact,14,True
6e1cd2bbafaa,"G2 alpha=-1 beta=-1 c=-1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2)] m=4",10,4,5,v_power_m4|G2_multiple_root|S2_ge3_places|S3_positive_genus,True,0,9,9,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,7,3,,ls_residual = 2.54598 (err 0.2),,NONVANISHING,,,,,
36ba82ece964,"G2 alpha=2 beta=0 c=2 B=[(Fraction(0, 1), 3), (Fraction(2, 1), 2)] m=4",9,4,4,v_power_m4|G2_multiple_root|S2_ge3_places|S3_positive_genus,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,7,1,,ls_residual = 2.4401 (err 4e-15),,NONVANISHING,,,,,
3e49b3a15841,"G2 alpha=2 beta=1 c=1 B=[(Fraction(1, 1), 4)] m=4",8,4,7,v_power_m4|G2_multiple_root|S2_ge3_places,True,0,7,7,NON_COORDINATE,INCONCLUSIVE,1,NUM-MONO,5,0,,ls_residual = 1.868 (err 2e-15),,NONVANISHING,,,,,
936dcac00ed7,"G2 alpha=2 beta=-1 c=3 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2), (Fraction(2, 1), 2)] m=4",12,4,9,v_power_m4|G2_multiple_root|S2_ge3_places|S3_positive_genus,True,0,11,11,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,8,3,,ls_residual = 0.873488 (err 1e-14),,NONVANISHING,,,,,
b35d46339ef4,"G1 h0=-1 c=1 a=1 n=2 m=3 t=[(0, Fraction(-2, 1))] [S4 intent]",5,3,11,S1_v_cubic|S2_ge3_places|S4_ge3_components,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,10,lambda_exact,43,True
d6a8255e8c96,"G1 h0=-1 c=1 a=-1 n=2 m=3 t=[(0, Fraction(-3, 1)), (1, Fraction(1, 1))] [S4 intent]",5,3,18,S1_v_cubic|S2_ge3_places|S4_ge3_components,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,10,lambda_exact,43,True
11b94e5ad1be,"G1 h0=-1 c=1 a=1 n=2 m=3 t=[(0, Fraction(2, 1)), (1, Fraction(1, 1))] [S4 intent]",5,3,16,S1_v_cubic|S2_ge3_places|S4_ge3_components,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,10,lambda_exact,43,True
83022ceaab23,G1 h0=-1 c=1 a=-1 n=4 m=5 t=[] [S4 intent],9,5,6,v_power_m5|S2_ge3_places|S4_ge3_components,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,18,lambda_exact,30,True
40d4c9f57c36,"G1 h0=-1 c=1 a=0 n=4 m=5 t=[(0, Fraction(-1, 1)), (1, Fraction(-3, 1))] [S4 intent]",9,5,24,v_power_m5|S2_ge3_places|S4_ge3_components,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,18,lambda_exact,118,True
c447da45ca02,"G1 h0=-1 c=1 a=0 n=4 m=5 t=[(0, Fraction(-2, 1)), (2, Fraction(2, 1))] [S4 intent]",14,5,24,v_power_m5|S2_ge3_places|S4_ge3_components,True,0,11,12,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,28,lambda_exact,101,True
d01448b8b96a,"G1 h0=-1 c=1 a=1 n=2 m=3 t=[(0, Fraction(-1, 1))] [S4 intent]",5,3,12,S1_v_cubic|S2_ge3_places|S4_ge3_components,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,10,lambda_exact,43,True
7c887944e856,"G1 h0=-1 c=1 a=0 n=2 m=3 t=[(0, Fraction(-3, 1)), (1, Fraction(3, 1))] [S4 intent]",5,3,13,S1_v_cubic|S2_ge3_places|S4_ge3_components,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,10,lambda_exact,43,True
ac09181bd1e3,"G1 h0=-1 c=1 a=0 n=2 m=3 t=[(0, Fraction(1, 1)), (1, Fraction(-3, 1)), (2, Fraction(-1, 1))] [S4 intent]",8,3,19,S1_v_cubic|S2_ge3_places|S4_ge3_components,True,0,5,6,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,16,lambda_exact,98,True
a9b90eff1970,"G1 h0=-1 c=1 a=1 n=6 m=7 t=[(0, Fraction(2, 1))] [S4 intent]",13,7,55,v_power_m7|S2_ge3_places|S4_ge3_components,True,0,12,12,NON_COORDINATE,NON_COORDINATE_BY_R,5,EXACT-G1,7,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,26,lambda_exact,122,True
762dac3fbdb1,"G1 h0=-1 c=1 a=0 n=6 m=7 t=[(0, Fraction(-3, 1)), (1, Fraction(-2, 1))] [S4 intent]",13,7,39,v_power_m7|S2_ge3_places|S4_ge3_components,True,0,12,12,NON_COORDINATE,NON_COORDINATE_BY_R,5,EXACT-G1,7,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,26,lambda_exact,229,True
a814ad47ed0c,"G1 h0=-1 c=1 a=0 n=6 m=7 t=[(0, Fraction(3, 1)), (1, Fraction(-2, 1)), (2, Fraction(2, 1))] [S4 intent]",20,7,68,v_power_m7|S2_ge3_places|S4_ge3_components,True,0,17,18,NON_COORDINATE,NON_COORDINATE_BY_R,5,EXACT-G1,7,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,40,lambda_exact,529,True
89d036313be8,"G1 h0=-3 c=-2 a=0 n=4 m=2 t=[(2, Fraction(-1, 1))] | sheared",8,8,45,v-quadratic|S2_ge3_places|S3_positive_genus|S5_mixed_support,True,0,6,6,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,1,iii,0,nonzero holomorphic 1-form on a compact curve of genus 1,NONVANISHING,,,,,
11b99f22adf6,"G1 h0=2 c=-2 a=2 n=4 m=5 t=[(0, Fraction(-3, 1)), (1, Fraction(1, 1))] | sheared",18,18,190,v_power_m5|S2_ge3_places|S4_ge3_components|S5_mixed_support,True,0,16,16,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,36,lambda_exact,350,True
1eec531c6f62,"G1 h0=-3 c=2 a=1 n=8 m=3 t=[(0, Fraction(2, 1)), (1, Fraction(2, 1)), (2, Fraction(-3, 1)), (3, Fraction(-3, 1))] | sheared",17,17,171,S1_v_cubic|S2_ge3_places|S3_positive_genus|S5_mixed_support,True,0,14,14,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
db353c3be5c6,"G2 alpha=1 beta=0 c=2 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2)] m=3 | sheared",11,11,78,S1_v_cubic|G2_multiple_root|S5_mixed_support,True,0,9,9,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,,,,,,NOT_SCREENED,,,,,
fb09b7c9213b,"G1 h0=-1 c=-1 a=0 n=8 m=3 t=[(0, Fraction(3, 1)), (1, Fraction(2, 1))] | sheared",22,22,276,S1_v_cubic|S2_ge3_places|S3_positive_genus|S5_mixed_support,True,0,20,20,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
7747339a4408,"G1 h0=-1 c=1 a=1 n=2 m=3 t=[(0, Fraction(2, 1)), (1, Fraction(1, 1))] [S4 intent] | sheared",5,3,18,S1_v_cubic|S2_ge3_places|S4_ge3_components|S5_mixed_support,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,10,lambda_exact,43,True
d57b38902c84,"G1 h0=-1 c=1 a=0 n=4 m=5 t=[(0, Fraction(-1, 1)), (1, Fraction(-3, 1))] [S4 intent] | sheared",18,9,100,v_power_m5|S2_ge3_places|S4_ge3_components|S5_mixed_support,True,0,15,16,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,36,lambda_exact,424,True
34f3d9a40dae,"G1 h0=2 c=1 a=2 n=5 m=2 t=[(0, Fraction(-2, 1)), (1, Fraction(-1, 1)), (2, Fraction(1, 1))] | sheared",9,9,55,v-quadratic|S3_positive_genus|S5_mixed_support,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
d27e75395c93,"G1 h0=2 c=1 a=0 n=9 m=2 t=[(1, Fraction(1, 1))] | sheared",20,9,120,v-quadratic|S3_positive_genus|S5_mixed_support,True,0,18,19,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
0252a2f05d0e,"G1 h0=2 c=-1 a=0 n=3 m=5 t=[(0, Fraction(-3, 1)), (1, Fraction(-1, 1)), (2, Fraction(1, 1))] | sheared",26,26,378,v_power_m5|S3_positive_genus|S5_mixed_support,True,0,23,23,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1+NUM-MONO(normal form),2,1,iv,0,"second-kind differential, genus 1",NONVANISHING,,,,,
59d6e3d021d2,"G1 h0=-3 c=-1 a=0 n=4 m=3 t=[(0, Fraction(3, 1)), (1, Fraction(3, 1)), (2, Fraction(2, 1))] | sheared",10,10,66,S1_v_cubic|S2_ge3_places|S3_positive_genus|S5_mixed_support,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,1,iii,0,nonzero holomorphic 1-form on a compact curve of genus 1,NONVANISHING,,,,,
cdd4d7d1e9b5,"G2 alpha=-1 beta=1 c=-1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2)] m=2 | sheared",14,14,120,v-quadratic|G2_multiple_root|S5_mixed_support,True,0,12,12,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,,,,,,NOT_SCREENED,,,,,
e09a661bade6,"G1 h0=-1 c=3 a=-1 n=12 m=5 t=[(1, Fraction(1, 1)), (2, Fraction(-2, 1)), (3, Fraction(1, 1))] | sheared",27,27,406,v_power_m5|S2_ge3_places|S3_positive_genus|S5_mixed_support,True,0,24,24,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
96e4a2c6d1d3,"G1 h0=-1 c=1 a=-1 n=1 m=5 t=[(0, Fraction(-3, 1)), (1, Fraction(-1, 1))] | sheared",24,12,169,v_power_m5|S5_mixed_support,True,0,20,21,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,48,lambda_exact,842,True
0b2454cfc6f6,"G2 alpha=2 beta=0 c=2 B=[(Fraction(0, 1), 2)] m=2 | sheared",4,4,15,v-quadratic|G2_multiple_root|S5_mixed_support,True,0,3,3,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,,,,,,UNRESOLVED,,,,,
e0441159075b,"G1 h0=-3 c=1 a=-1 n=3 m=2 t=[(0, Fraction(-3, 1))] | sheared",8,8,45,v-quadratic|S3_positive_genus|S5_mixed_support,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,1,iii,0,nonzero holomorphic 1-form on a compact curve of genus 1,NONVANISHING,,,,,
c689ce7fc834,"G1 h0=2 c=-2 a=2 n=4 m=5 t=[(0, Fraction(-3, 1)), (1, Fraction(1, 1))] | sheared",18,18,100,v_power_m5|S2_ge3_places|S4_ge3_components|S5_mixed_support,True,0,16,15,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,36,lambda_exact,350,True
87e7be28dbda,"G1 h0=2 c=-2 a=2 n=2 m=2 t=[(0, Fraction(2, 1)), (2, Fraction(-1, 1))] | sheared",6,6,28,v-quadratic|S2_ge3_places|S5_mixed_support,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,0,i,residues nonzero,nonzero residues at the 2 places over y = 0 (n >= 2 and n | m),NONVANISHING,,,,,
4667d741b2d6,G1 h0=-1 c=1 a=-1 n=4 m=5 t=[] [S4 intent] | sheared,13,13,105,v_power_m5|S2_ge3_places|S4_ge3_components|S5_mixed_support,True,0,12,12,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,26,lambda_exact,205,True
1c74c3bae320,"G2 alpha=2 beta=0 c=2 B=[(Fraction(0, 1), 2)] m=3 | sheared",5,5,15,S1_v_cubic|G2_multiple_root|S5_mixed_support,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,,,,,,UNRESOLVED,,,,,
282a9f40c368,"G1 h0=-3 c=1 a=-1 n=2 m=5 t=[(1, Fraction(3, 1)), (2, Fraction(-1, 1))] | sheared",24,24,148,v_power_m5|S2_ge3_places|S5_mixed_support,True,0,21,20,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,48,lambda_exact,845,True
b7612f47cd64,"G1 h0=2 c=3 a=1 n=1 m=3 t=[(0, Fraction(3, 1)), (2, Fraction(3, 1)), (3, Fraction(2, 1))] | sheared",10,10,66,S1_v_cubic|S5_mixed_support,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,20,lambda_exact,109,True
672095a9d89d,"G2 alpha=2 beta=-1 c=3 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2), (Fraction(2, 1), 2)] m=4 | sheared",24,12,169,v_power_m4|G2_multiple_root|S5_mixed_support,True,0,21,22,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,,,,,,NOT_SCREENED,,,,,
cf1c601f3d1c,"G1 h0=-3 c=1 a=-1 n=2 m=3 t=[(0, Fraction(-2, 1)), (1, Fraction(-3, 1))] | sheared",20,10,109,S1_v_cubic|S2_ge3_places|S5_mixed_support,True,0,16,17,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,40,lambda_exact,507,True
