P,deg,unimodular,bezout_U,bezout_V,bezout_residual,baker_interior_pts,genus,n_special_c,reducible_c,all_fibres_irreducible,mate_verdict,mate_top_D,mate_deg_bound_multiple,lambda_support,lambda_verified,certificate_id,rational_mate_found,rational_mate_poles,rational_mate_denominators_tried,source
x**8*y**2 + 2*y - 2,10,True,x**9/8,-x**8*y/2 + 1/2,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + 2*y - 3,10,True,x**9/8,-x**8*y/2 + 1/2,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + 3*y + 1,10,True,x**9/18,-2*x**8*y/9 + 1/3,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + 3*y + 2,10,True,x**9/18,-2*x**8*y/9 + 1/3,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + 3*y + 3,10,True,x**9/18,-2*x**8*y/9 + 1/3,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + 3*y - 1,10,True,x**9/18,-2*x**8*y/9 + 1/3,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + 3*y - 2,10,True,x**9/18,-2*x**8*y/9 + 1/3,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + 3*y - 3,10,True,x**9/18,-2*x**8*y/9 + 1/3,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + y + 1,10,True,x**9/2,-2*x**8*y + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
x**8*y**2 + y + 2,10,True,x**9/2,-2*x**8*y + 1,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + y + 3,10,True,x**9/2,-2*x**8*y + 1,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + y - 1,10,True,x**9/2,-2*x**8*y + 1,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + y - 2,10,True,x**9/2,-2*x**8*y + 1,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 + y - 3,10,True,x**9/2,-2*x**8*y + 1,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 2*y + 1,10,True,x**9/8,-x**8*y/2 - 1/2,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 2*y + 2,10,True,x**9/8,-x**8*y/2 - 1/2,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 2*y + 3,10,True,x**9/8,-x**8*y/2 - 1/2,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 2*y - 1,10,True,x**9/8,-x**8*y/2 - 1/2,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 2*y - 2,10,True,x**9/8,-x**8*y/2 - 1/2,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 2*y - 3,10,True,x**9/8,-x**8*y/2 - 1/2,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 3*y + 1,10,True,x**9/18,-2*x**8*y/9 - 1/3,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 3*y + 2,10,True,x**9/18,-2*x**8*y/9 - 1/3,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 3*y + 3,10,True,x**9/18,-2*x**8*y/9 - 1/3,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 3*y - 1,10,True,x**9/18,-2*x**8*y/9 - 1/3,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 3*y - 2,10,True,x**9/18,-2*x**8*y/9 - 1/3,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - 3*y - 3,10,True,x**9/18,-2*x**8*y/9 - 1/3,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - y + 1,10,True,x**9/2,-2*x**8*y - 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - y + 2,10,True,x**9/2,-2*x**8*y - 1,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - y + 3,10,True,x**9/2,-2*x**8*y - 1,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - y - 1,10,True,x**9/2,-2*x**8*y - 1,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - y - 2,10,True,x**9/2,-2*x**8*y - 1,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**8*y**2 - y - 3,10,True,x**9/2,-2*x**8*y - 1,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
-2*x**4*y**7 + x**2*y**4 + y + 1,11,True,-224*x**5*y**5/9 + 71*x**3*y**2/9,128*x**4*y**6/9 - 4*x**2*y**3 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
-2*x**6*y**5 + x**3*y**3 + y + 1,11,True,-230*x**7*y**3/27 + 79*x**4*y/27,92*x**6*y**4/9 - 3*x**3*y**2 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
-2*x**8*y**3 + x**4*y**2 + y + 1,11,True,-7*x**9*y/3 + 17*x**5/18,56*x**8*y**2/9 - 2*x**4*y + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**3*y**8 + y + 1,11,True,-64*x**4*y**6/3,8*x**3*y**7 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**4*y**7 + x**2*y**4 + y + 1,11,True,-63*x**5*y**5/5 + 79*x**3*y**2/10,36*x**4*y**6/5 - 4*x**2*y**3 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**4*y**7 + y + 1,11,True,-49*x**5*y**5/4,7*x**4*y**6 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**6*y**5 + x**3*y**3 + y + 1,11,True,-13*x**7*y**3/3 + 44*x**4*y/15,26*x**6*y**4/5 - 3*x**3*y**2 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**6*y**5 + y + 1,11,True,-25*x**7*y**3/6,5*x**6*y**4 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**7*y**4 + y + 1,11,True,-16*x**8*y**2/7,4*x**7*y**3 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**8*y**3 + x**4*y**2 + y + 1,11,True,-6*x**9*y/5 + 19*x**5/20,16*x**8*y**2/5 - 2*x**4*y + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**8*y**3 + y + 1,11,True,-9*x**9*y/8,3*x**8*y**2 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**9*y**2 + y + 1,11,True,-4*x**10/9,2*x**9*y + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20.json
2*x**4*y**7 + x**2*y**4 + y + 1,11,True,24*x**5*y**5 + 55*x**3*y**2/7,-96*x**4*y**6/7 - 4*x**2*y**3 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
2*x**6*y**5 + x**3*y**3 + y + 1,11,True,170*x**7*y**3/21 + 61*x**4*y/21,-68*x**6*y**4/7 - 3*x**3*y**2 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
2*x**8*y**3 + x**4*y**2 + y + 1,11,True,15*x**9*y/7 + 13*x**5/14,-40*x**8*y**2/7 - 2*x**4*y + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
3*x**4*y**7 + x**2*y**4 + y + 1,11,True,399*x**5*y**5/11 + 173*x**3*y**2/22,-228*x**4*y**6/11 - 4*x**2*y**3 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
3*x**6*y**5 + x**3*y**3 + y + 1,11,True,135*x**7*y**3/11 + 32*x**4*y/11,-162*x**6*y**4/11 - 3*x**3*y**2 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
3*x**8*y**3 + x**4*y**2 + y + 1,11,True,36*x**9*y/11 + 41*x**5/44,-96*x**8*y**2/11 - 2*x**4*y + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
x**3*y**8 + y + 1,11,True,64*x**4*y**6/3,-8*x**3*y**7 + 1,0,1,1,1,['c - 1'],False,EMPTY,22,2,4,True,lam-bad624b54f-D22,False,None,15,cert20.json
x**4*y**7 + x**2*y**4 + y + 1,11,True,35*x**5*y**5/3 + 47*x**3*y**2/6,-20*x**4*y**6/3 - 4*x**2*y**3 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
x**4*y**7 + y + 1,11,True,49*x**5*y**5/4,-7*x**4*y**6 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
x**4*y**7/2 + x**2*y**4 + y + 1,11,True,21*x**5*y**5/4 + 31*x**3*y**2/4,-3*x**4*y**6 - 4*x**2*y**3 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20c.json
x**6*y**5 + x**3*y**3 + y + 1,11,True,35*x**7*y**3/9 + 26*x**4*y/9,-14*x**6*y**4/3 - 3*x**3*y**2 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
x**6*y**5 + y + 1,11,True,25*x**7*y**3/6,-5*x**6*y**4 + 1,0,2,2,1,['c - 1'],False,EMPTY,22,2,4,True,lam-3532a9da47-D22,False,None,15,cert20.json
x**6*y**5/2 + x**3*y**3 + y + 1,11,True,5*x**7*y**3/3 + 17*x**4*y/6,-2*x**6*y**4 - 3*x**3*y**2 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20c.json
x**7*y**4 + y + 1,11,True,16*x**8*y**2/7,-4*x**7*y**3 + 1,0,3,3,1,['c - 1'],False,EMPTY,22,2,4,True,lam-da78d50ed7-D22,False,None,15,cert20.json
x**8*y**3 + x**4*y**2 + y + 1,11,True,x**9*y + 11*x**5/12,-8*x**8*y**2/3 - 2*x**4*y + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
x**8*y**3 + y + 1,11,True,9*x**9*y/8,-3*x**8*y**2 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
x**8*y**3/2 + x**4*y**2 + y + 1,11,True,3*x**9*y/8 + 7*x**5/8,-x**8*y**2 - 2*x**4*y + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20c.json
x**9*y**2 + y + 1,11,True,4*x**10/9,-2*x**9*y + 1,0,4,4,1,['c - 1'],False,EMPTY,22,2,4,True,lam-15c87cf830-D22,False,None,15,cert20.json
-x**10*y**2 + y + 1,12,True,-2*x**11/5,2*x**10*y + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**5*y**7 + y + 1,12,True,-49*x**6*y**5/5,7*x**5*y**6 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**7*y**5 + y + 1,12,True,-25*x**8*y**3/7,5*x**7*y**4 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**8*y**4 + y + 1,12,True,-2*x**9*y**2,4*x**8*y**3 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**9*y**3 + y + 1,12,True,-x**10*y,3*x**9*y**2 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
x**10*y**2 + y + 1,12,True,2*x**11/5,-2*x**10*y + 1,0,4,4,1,['c - 1'],False,EMPTY,24,2,4,True,lam-e7cdb9e011-D24,False,None,15,cert20.json
x**5*y**7 + y + 1,12,True,49*x**6*y**5/5,-7*x**5*y**6 + 1,0,2,2,1,['c - 1'],False,EMPTY,24,2,4,True,lam-a26fb99d1c-D24,False,None,15,cert20.json
x**7*y**5 + y + 1,12,True,25*x**8*y**3/7,-5*x**7*y**4 + 1,0,3,3,1,['c - 1'],False,EMPTY,24,2,4,True,lam-cebc4ed910-D24,False,None,15,cert20.json
x**8*y**4 + y + 1,12,True,2*x**9*y**2,-4*x**8*y**3 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20.json
x**9*y**3 + y + 1,12,True,x**10*y,-3*x**9*y**2 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20.json
-x**10*y**3 + y + 1,13,True,-9*x**11*y/10,3*x**10*y**2 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**2 + y + 1,13,True,-4*x**12/11,2*x**11*y + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**5*y**8 + y + 1,13,True,-64*x**6*y**6/5,8*x**5*y**7 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**7*y**6 + y + 1,13,True,-36*x**8*y**4/7,6*x**7*y**5 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**5 + y + 1,13,True,-25*x**9*y**3/8,5*x**8*y**4 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**4 + y + 1,13,True,-16*x**10*y**2/9,4*x**9*y**3 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**3 + y + 1,13,True,9*x**11*y/10,-3*x**10*y**2 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,4,True,lam-313101597c-D26,False,None,15,cert20b.json
x**11*y**2 + y + 1,13,True,4*x**12/11,-2*x**11*y + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,4,True,lam-12907d37f9-D26,False,None,15,cert20b.json
x**5*y**8 + y + 1,13,True,64*x**6*y**6/5,-8*x**5*y**7 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,4,True,lam-93a210a5e8-D26,False,None,15,cert20b.json
x**7*y**6 + y + 1,13,True,36*x**8*y**4/7,-6*x**7*y**5 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,4,True,lam-3332a1a44d-D26,False,None,15,cert20b.json
x**8*y**5 + y + 1,13,True,25*x**9*y**3/8,-5*x**8*y**4 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**9*y**4 + y + 1,13,True,16*x**10*y**2/9,-4*x**9*y**3 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**10*y**4 + y + 1,14,True,-8*x**11*y**2/5,4*x**10*y**3 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**3 + y + 1,14,True,-9*x**12*y/11,3*x**11*y**2 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**2 + y + 1,14,True,-x**13/3,2*x**12*y + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**3*y**11 + y + 1,14,True,-121*x**4*y**9/3,11*x**3*y**10 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**4*y**10 + y + 1,14,True,-25*x**5*y**8,10*x**4*y**9 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**5*y**9 + y + 1,14,True,-81*x**6*y**7/5,9*x**5*y**8 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**6*y**8 + y + 1,14,True,-32*x**7*y**6/3,8*x**6*y**7 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**6 + y + 1,14,True,-9*x**9*y**4/2,6*x**8*y**5 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**5 + y + 1,14,True,-25*x**10*y**3/9,5*x**9*y**4 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**4 + y + 1,14,True,8*x**11*y**2/5,-4*x**10*y**3 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**11*y**3 + y + 1,14,True,9*x**12*y/11,-3*x**11*y**2 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-3066b39225-D26,False,None,15,cert20b.json
x**12*y**2 + y + 1,14,True,x**13/3,-2*x**12*y + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**3*y**11 + y + 1,14,True,121*x**4*y**9/3,-11*x**3*y**10 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-8c90f920a6-D26,False,None,15,cert20b.json
x**4*y**10 + y + 1,14,True,25*x**5*y**8,-10*x**4*y**9 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**5*y**9 + y + 1,14,True,81*x**6*y**7/5,-9*x**5*y**8 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-b0ccebf81b-D26,False,None,15,cert20b.json
x**6*y**8 + y + 1,14,True,32*x**7*y**6/3,-8*x**6*y**7 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**8*y**6 + y + 1,14,True,9*x**9*y**4/2,-6*x**8*y**5 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-e09d49f31e-D26,False,None,15,cert20b.json
x**9*y**5 + y + 1,14,True,25*x**10*y**3/9,-5*x**9*y**4 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-bcfd4aed45-D26,False,None,15,cert20b.json
-x**10*y**5 + y + 1,15,True,-5*x**11*y**3/2,5*x**10*y**4 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**4 + y + 1,15,True,-16*x**12*y**2/11,4*x**11*y**3 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**3 + y + 1,15,True,-3*x**13*y/4,3*x**12*y**2 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**2 + y + 1,15,True,-4*x**14/13,2*x**13*y + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**4*y**11 + y + 1,15,True,-121*x**5*y**9/4,11*x**4*y**10 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**6*y**9 + y + 1,15,True,-27*x**7*y**7/2,9*x**6*y**8 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**7 + y + 1,15,True,-49*x**9*y**5/8,7*x**8*y**6 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**6 + y + 1,15,True,-4*x**10*y**4,6*x**9*y**5 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**5 + y + 1,15,True,5*x**11*y**3/2,-5*x**10*y**4 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-1d7bd356a7-D26,False,None,15,cert20b.json
x**11*y**4 + y + 1,15,True,16*x**12*y**2/11,-4*x**11*y**3 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-56d3d449d7-D26,False,None,15,cert20b.json
x**12*y**3 + y + 1,15,True,3*x**13*y/4,-3*x**12*y**2 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-2b300dfb3e-D26,False,None,15,cert20b.json
x**13*y**2 + y + 1,15,True,4*x**14/13,-2*x**13*y + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-4d85dc96d3-D26,False,None,15,cert20b.json
x**4*y**11 + y + 1,15,True,121*x**5*y**9/4,-11*x**4*y**10 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-8c94024b05-D26,False,None,15,cert20b.json
x**6*y**9 + y + 1,15,True,27*x**7*y**7/2,-9*x**6*y**8 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**8*y**7 + y + 1,15,True,49*x**9*y**5/8,-7*x**8*y**6 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-bd3ea2b9a1-D26,False,None,15,cert20b.json
x**9*y**6 + y + 1,15,True,4*x**10*y**4,-6*x**9*y**5 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**10*y**6 + y + 1,16,True,-18*x**11*y**4/5,6*x**10*y**5 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**5 + y + 1,16,True,-25*x**12*y**3/11,5*x**11*y**4 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**4 + y + 1,16,True,-4*x**13*y**2/3,4*x**12*y**3 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**3 + y + 1,16,True,-9*x**14*y/13,3*x**13*y**2 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**2 + y + 1,16,True,-2*x**15/7,2*x**14*y + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**6*y**10 + y + 1,16,True,-50*x**7*y**8/3,10*x**6*y**9 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**7*y**9 + y + 1,16,True,-81*x**8*y**7/7,9*x**7*y**8 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**7 + y + 1,16,True,-49*x**10*y**5/9,7*x**9*y**6 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**6 + y + 1,16,True,18*x**11*y**4/5,-6*x**10*y**5 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-fb6e01d7a1-D26,False,None,31,cert20b.json
x**11*y**5 + y + 1,16,True,25*x**12*y**3/11,-5*x**11*y**4 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-d2997df498-D26,False,None,15,cert20b.json
x**12*y**4 + y + 1,16,True,4*x**13*y**2/3,-4*x**12*y**3 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**13*y**3 + y + 1,16,True,9*x**14*y/13,-3*x**13*y**2 + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-7d91f888ec-D26,False,None,15,cert20b.json
x**14*y**2 + y + 1,16,True,2*x**15/7,-2*x**14*y + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**6*y**10 + y + 1,16,True,50*x**7*y**8/3,-10*x**6*y**9 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-581a977252-D26,False,None,31,cert20b.json
x**7*y**9 + y + 1,16,True,81*x**8*y**7/7,-9*x**7*y**8 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-e269beea67-D26,False,None,15,cert20b.json
x**9*y**7 + y + 1,16,True,49*x**10*y**5/9,-7*x**9*y**6 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**10*y**7 + y + 1,17,True,-49*x**11*y**5/10,7*x**10*y**6 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**6 + y + 1,17,True,-36*x**12*y**4/11,6*x**11*y**5 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**5 + y + 1,17,True,-25*x**13*y**3/12,5*x**12*y**4 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**4 + y + 1,17,True,-16*x**14*y**2/13,4*x**13*y**3 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**3 + y + 1,17,True,-9*x**15*y/14,3*x**14*y**2 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**15*y**2 + y + 1,17,True,-4*x**16/15,2*x**15*y + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**3*y**14 + y + 1,17,True,-196*x**4*y**12/3,14*x**3*y**13 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**5*y**12 + y + 1,17,True,-144*x**6*y**10/5,12*x**5*y**11 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**6*y**11 + y + 1,17,True,-121*x**7*y**9/6,11*x**6*y**10 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**7*y**10 + y + 1,17,True,-100*x**8*y**8/7,10*x**7*y**9 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**8 + y + 1,17,True,-64*x**10*y**6/9,8*x**9*y**7 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**7 + y + 1,17,True,49*x**11*y**5/10,-7*x**10*y**6 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**11*y**6 + y + 1,17,True,36*x**12*y**4/11,-6*x**11*y**5 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-84e4da1849-D26,False,None,15,cert20b.json
x**12*y**5 + y + 1,17,True,25*x**13*y**3/12,-5*x**12*y**4 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**13*y**4 + y + 1,17,True,16*x**14*y**2/13,-4*x**13*y**3 + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-7f321aa3c4-D26,False,None,15,cert20b.json
x**14*y**3 + y + 1,17,True,9*x**15*y/14,-3*x**14*y**2 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**15*y**2 + y + 1,17,True,4*x**16/15,-2*x**15*y + 1,0,7,7,1,['c - 1'],False,EMPTY,26,2,3,True,lam-49fb6135d4-D26,False,None,15,cert20b.json
x**3*y**14 + y + 1,17,True,196*x**4*y**12/3,-14*x**3*y**13 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-aeb0b8ef50-D26,False,None,15,cert20b.json
x**5*y**12 + y + 1,17,True,144*x**6*y**10/5,-12*x**5*y**11 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-b8c7d05848-D26,False,None,15,cert20b.json
x**6*y**11 + y + 1,17,True,121*x**7*y**9/6,-11*x**6*y**10 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**7*y**10 + y + 1,17,True,100*x**8*y**8/7,-10*x**7*y**9 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-0e8d48871d-D26,False,None,15,cert20b.json
x**9*y**8 + y + 1,17,True,64*x**10*y**6/9,-8*x**9*y**7 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-a1b1fce549-D26,False,None,15,cert20b.json
-x**10*y**8 + y + 1,18,True,-32*x**11*y**6/5,8*x**10*y**7 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**7 + y + 1,18,True,-49*x**12*y**5/11,7*x**11*y**6 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**6 + y + 1,18,True,-3*x**13*y**4,6*x**12*y**5 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**5 + y + 1,18,True,-25*x**14*y**3/13,5*x**13*y**4 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**4 + y + 1,18,True,-8*x**15*y**2/7,4*x**14*y**3 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**15*y**3 + y + 1,18,True,-3*x**16*y/5,3*x**15*y**2 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
